Stop_Code_LBSL,Bus_Stop_Code,Naptan_Atco,Stop_Name,Location_Easting,Location_Northing,Heading,Stop_Area,Virtual_Bus_Stop
M34,75530,490012314E,SOUTH MEAD,521852,190768,87,T713,0
M35,47082,490011749S,ROYAL AIR FORCE MUSEUM,521940,190240,208,T712,0
M36,51649,490008055W,BEAUFORT PARK,521715,190109,267,T717,0
M37,58186,490014986W,EDGWARE ROAD,520759,189692,234,T710,0
M38,77594,490006431W,COLINDALE ASDA,520493,189808,242,R015,0
M4,57651,490011747S,ROXETH HILL,515188,186709,187,S308,0
M40,71110,490011749N,ROYAL AIR FORCE MUSEUM,521960,190305,28,T712,0
M41,49272,490012314W,SOUTH MEAD,521814,190757,273,T713,0
M42,77012,490008052N,BARNET COLLEGE,521713,190926,1,T714,0
M43,77340,490014664N,WIGGINS MEAD,521673,191117,322,T715,0
M44,51264,490014836N,WOODCROFT PARK,521625,191367,328,T716,0
M46,56902,490005480E,COLINDALE ASDA,520498,189825,62,R015,0
M47,76608,490007842E,HARROW ARTS CENTRE,513383,191283,103,S411,0
M5,72631,490010914N1,PENNINE DRIVE,523751,186543,323,T315,0
M6,54260,490009301S,LONG ELMES,514217,190592,163,S407,0
M7,49775,490004283L,BRENT CROSS SHOPPING CENTRE,523174,187749,64,T205,0
OC01,51794,2.10021E+11,PARK AVENUE,526285,200519,320,UE09,0
OC02,74233,2.10021E+11,POTTERS BAR LION,526082,200751,319,UF58,0
OC03,49904,2.10021E+11,POTTERS BAR TESCO,525745,200900,280,UF55,0
OC04,76643,2.10021E+11,DARKES LANE,525003,201094,296,UF56,0
OC05,71515,2.10021E+11,POTTERS BAR STATION,525070,201407,151,UF57,0
OC06,57311,2.10021E+11,LAUREL AVENUE,524608,201448,305,UE10,0
OC07,55541,4900OC07,DUGDALE HILL LANE,524407,201499,209,UE23,1
OC09,71102,4900OC09,ELMFIELD ROAD,524250,201055,215,UF68,1
OC10,77924,4900OC10,SANTERS LANE,524144,200860,209,TJ34,1
OC108,57551,NONE,LAKESIDE BUS STATION,558628,179269,263,YZ12,0
OC109,58435,1590060103,LAKESIDE BUS STATION,558589,179263,263,YZ12,0
OC11,71768,2.10021E+11,DAME ALICE OWEN'S SCHOOL,524020,200719,242,TJ23,0
OC120,57484,2.10021E+11,DACRE GARDENS,520578,195698,61,NZ31,0
OC121,55105,2.10021E+11,RIPON WAY,520777,195926,14,NZ27,0
OC122,48284,2.10021E+11,WARREN GROVE,520814,196162,6,NZ26,0
OC123,75943,2.10021E+11,KENILWORTH DRIVE,520853,196530,9,NZ25,0
OC124,73877,2.10021E+11,CHESTER ROAD,520712,196870,19,NZ24,0
OC125,77663,2.10021E+11,WARWICK ROAD,520723,197059,288,NZ23,0
OC127,52033,4900018865N,DUGDALE HILL LANE,524383,201496,30,UE23,0
OC13,50310,4900OC13,BAKER STREET,524555,200602,26,TJ30,0
OC131,76429,2.10021E+11,GLENHAVEN AVENUE,519183,196462,229,NZ10,0
OC134,58439,2.10021E+11,BARHAM AVENUE,518689,196173,238,NZ21,0
OC135,75148,2.10021E+11,KNOWL WAY,518452,195996,235,NZ20,0
OC136,71942,2.10021E+11,ELSTREE HILL NORTH,518001,195870,256,NZ19,0
OC137,50439,2.10021E+11,THE EAST PUBLIC HOUSE,517825,195303,204,NZ18,0
OC138,56188,2.10021E+11,RODGERS CLOSE,517738,195122,205,SH22,0
OC139,54395,2.10021E+11,SULLIVAN WAY,517587,194782,200,SH20,0
OC14,73865,4900OC14,MUTTON LANE,524912,201100,30,UF56,0
OC140,51816,2.10021E+11,CENTENNIAL PARK,517485,194599,14,SH19,0
OC141,57132,2.10021E+11,SULLIVAN WAY,517618,194867,27,SH20,0
OC142,72846,2.10021E+11,RODGERS CLOSE,517761,195194,26,SH22,0
OC143,48509,2.10021E+11,THE EAST PUBLIC HOUSE,517834,195343,25,NZ18,0
OC144,73150,2147483647,ELSTREE HILL NORTH,517931,195866,82,NZ19,0
OC145,57762,2.10021E+11,KNOWL WAY,518539,196080,53,NZ20,0
OC146,59258,2.10021E+11,BARHAM AVENUE,518739,196208,75,NZ21,0
OC147,50515,2.10021E+11,DEACONS HILL ROAD,518965,196313,60,NZ22,0
OC148,51077,2.10021E+11,ELSTREE & BOREHAMWOOD STATION,519128,196329,279,NZ29,0
OC154,72449,2.10021E+11,STUDIO WAY,520371,197132,91,NZ06,0
OC155,56019,2.10021E+11,WARWICK ROAD,520758,196971,202,NZ23,0
OC156,76791,2.10021E+11,CHESTER ROAD,520793,196804,113,NZ24,0
OC157,51329,2.10021E+11,KENILWORTH DRIVE,520855,196497,192,NZ25,0
OC158,54060,2.10021E+11,WARREN GROVE,520827,196201,186,NZ26,0
OC159,48339,2.10021E+11,RIPON WAY,520754,195812,207,NZ27,0
OC16,58346,2.10021E+11,POTTERS BAR TESCO,525749,200913,100,UF55,0
OC160,76727,2.10021E+11,DACRE GARDENS,520553,195674,242,NZ31,0
OC163,58041,2.10021E+11,STIRLING CORNER,520689,195321,285,TG01,0
OC164,76623,2.10021E+11,ASHLEY DRIVE,520388,195491,350,NZ01,0
OC165,48723,2.10021E+11,CLEVELAND CRESCENT,520254,195824,37,NZ02,0
OC166,47390,2.10021E+11,RIPON PARK,520400,196102,1,NZ03,0
OC167,75833,2.10021E+11,KENILWORTH HOUSE,520403,196520,3,NZ04,0
OC168,59317,2.10021E+11,DURHAM ROAD,520369,196838,353,NZ05,0
OC169,72193,2.10021E+11,STUDIO WAY,520241,197111,262,NZ06,0
OC17,73630,2.10021E+11,POTTERS BAR LION,526081,200778,140,UF58,0
OC170,53642,2.10021E+11,HERTSMERE CIVIC OFFICES,519896,196998,246,NZ07,0
OC171,48139,2147483647,ELSTREE STUDIOS,519744,196911,223,NZ08,0
OC172,75324,2.10021E+11,BOREHAMWOOD TESCO,519742,196797,229,NZ28,0
OC173,59064,2.10021E+11,FURZEHILL ROAD,519329,196587,229,NZ09,0
OC175,54090,2.10021E+11,ELSTREE & BOREHAMWOOD STATION #,519112,196378,27,NZ29,0
OC176,54602,2.10021E+11,STRATFIELD ROAD,518907,196834,313,NZ11,0
OC177,55595,2.10021E+11,CROXDALE ROAD,518737,197159,338,NZ12,0
OC178,52552,2.10021E+11,THEOBALD STREET,518646,197493,44,NZ13,0
OC179,77434,2.10021E+11,CATTERICK WAY,518923,197718,52,NZ14,0
OC180,56319,2.10021E+11,LEEMING ROAD,518896,197857,335,NZ30,0
OC181,74285,2.10021E+11,BALDOCK WAY,518712,197942,240,NZ15,0
OC182,72730,2.10021E+11,CROMWELL ROAD,518501,197894,320,NZ16,0
OC183,77243,2.10021E+11,ROSSINGTON AVENUE,518323,198037,353,NZ17,0
OC184,75162,2.10021E+11,WETHERBY ROAD,518366,198022,137,NZ17,0
OC185,73920,2.10021E+11,CROMWELL ROAD,518526,197875,141,NZ16,0
OC186,58746,2.10021E+11,BALDOCK WAY,518764,197987,54,NZ15,0
OC187,57696,2.10021E+11,LEEMING ROAD,518909,197850,155,NZ30,0
OC188,47820,2.10021E+11,CATTERICK WAY,518910,197694,232,NZ14,0
OC189,48119,2.10021E+11,GATESHEAD ROAD,518640,197398,141,NZ13,0
OC190,71324,2.10021E+11,CROXDALE ROAD,518764,197114,158,NZ12,0
OC191,58037,2.10021E+11,STRATFIELD ROAD,518979,196781,147,NZ11,0
OC193,49214,2.10021E+11,GLENHAVEN AVENUE,519184,196486,49,NZ10,0
OC194,75847,2.10021E+11,FURZEHILL ROAD,519399,196668,53,NZ09,0
OC195,57941,2.10021E+11,BOREHAMWOOD TESCO,519733,196800,231,NZ28,0
OC196,55333,2.10021E+11,ELSTREE STUDIOS,519707,196908,44,NZ08,0
OC197,51566,2.10021E+11,HERTSMERE CIVIC OFFICES,519868,197000,68,NZ07,0
OC198,59101,2.10021E+11,ELSTREE WAY,520349,197057,173,NZ06,0
OC199,58047,2.10021E+11,DURHAM ROAD,520389,196761,173,NZ05,0
OC20,53309,2.10021E+11,STAGG HILL,526626,200037,342,UE08,0
OC200,48651,2.10021E+11,KENILWORTH HOUSE,520414,196484,181,NZ04,0
OC201,53657,2.10021E+11,RIPON PARK,520406,196159,177,NZ03,0
OC202,48717,2.10021E+11,CLEVELAND CRESCENT,520244,195794,217,NZ02,0
OC203,49988,2.10021E+11,ASHLEY DRIVE,520389,195533,154,NZ01,0
OC204,77368,2.10021E+11,STIRLING CORNER / BARNET LANE,520783,195297,123,TG01,0
OC206,73052,2.10022E+11,CLARENDON ROAD,510981,196855,178,GZ05,0
OC207,76815,2.10022E+11,BEECHEN GROVE,511124,196580,131,GZ09,0
OC208,71986,2.10022E+11,WATER LANE,511321,196190,249,GZ10,0
OC209,53112,2.10022E+11,WATFORD HIGH STREET STATION #,511416,196066,145,JZ04,0
OC210,48090,2.10022E+11,WATFORD FIELD ROAD,511477,195987,135,JZ08,0
OC211,72290,2.10022E+11,DALTON WAY,511691,195721,157,JZ03,0
OC212,47288,2.10022E+11,BUSHEY ARCHES,511840,195541,137,JZ02,0
OC213,56543,2.10022E+11,BUSHEY STATION #,511918,195324,328,JZ01,0
OC214,73273,2.10021E+11,GRANGE ROAD,512452,195445,102,MZ09,0
OC215,50252,2.10021E+11,THE BUSHEY ACADEMY,512925,195332,107,MZ08,0
OC216,47483,2.10021E+11,THE RED LION PUBLIC HOUSE,513050,195302,102,MZ07,0
OC217,74700,2.10021E+11,BOURNEHALL ROAD,513333,195233,108,MZ11,0
OC218,72875,2.10021E+11,MELBOURNE ROAD,513581,195024,145,MZ06,0
OC219,48495,2.10021E+11,STEEPLANDS,513724,194863,139,MZ10,0
OC220,53098,2.10021E+11,CLAYBURY LANE,513906,194686,142,MZ05,0
OC221,49325,2.10021E+11,MERRY HILL ROAD,514144,194557,109,MZ04,0
OC222,52757,2.10021E+11,ST PETER'S CLOSE,514646,194344,126,MZ02,0
OC223,55838,2.10021E+11,WINDMILL LANE,514968,194040,135,MZ01,0
OC224,56009,2.10021E+11,WINDMILL LANE,514858,194131,315,MZ01,0
OC225,58080,2.10021E+11,BUSHEY HEATH THREE CROWNS,514423,194449,273,MZ03,0
OC226,74156,2.10021E+11,MERRY HILL ROAD,514252,194501,295,MZ04,0
OC227,77797,2.10021E+11,CLAYBURY,513973,194599,297,MZ05,0
OC228,48524,2.10021E+11,STEEPLANDS,513744,194823,322,MZ10,0
OC229,75476,2.10021E+11,MELBOURNE ROAD,513522,195098,330,MZ06,0
OC230,74290,2.10021E+11,THE RED LION PUBLIC HOUSE,513112,195272,286,MZ07,0
OC231,53541,2.10021E+11,THE BUSHEY ACADEMY,512739,195361,285,MZ08,0
OC232,51731,2.10021E+11,GRANGE ROAD,512355,195439,263,MZ09,0
OC233,75055,2.10022E+11,BUSHEY STATION  #,511896,195368,338,JZ01,0
OC234,56547,2.10022E+11,BUSHEY ARCHES,511818,195544,311,JZ02,0
OC235,50736,2.10022E+11,DALTON WAY,511565,195724,30,JZ03,0
OC236,56043,2.10022E+11,WATFORD HIGH STREET STATION #,511464,195985,319,JZ04,0
OC237,49358,2.10022E+11,KING STREET,511264,196207,313,GZ01,0
OC238,54667,2.10022E+11,ST MARY'S ROAD,510937,196274,323,GZ02,0
OC239,57231,2.10022E+11,ST JOHN'S ROAD,510968,196967,358,GZ05,0
OC240,53664,2.10022E+11,WATFORD JUNCTION STATION,511006,197279,137,GZ06,0
OC245,74208,40004410805A,SHIP HILL / BOROUGH ROAD,541572,156611,92,ZB04,0
OC246,58224,40004410805B,TATSFIELD GREEN,541979,156892,27,ZB03,0
OC247,56062,40004410805C,RICKETTS HILL ROAD / MANOR HOUSE,542078,157261,12,ZB02,0
OC248,48376,40004410805D,CUDHAM ROAD,542164,157492,29,ZB01,0
OC250,47008,40004410805F,CUDHAM HILL,542200,157710,160,ZB01,0
OC251,52044,40004410134A,RICKETTS HILL ROAD / MANOR HOUSE,542096,157270,194,ZB02,0
OC252,52654,40004410805G,TATSFIELD GREEN,541996,156883,207,ZB03,0
OC253,59568,40004410805H,SHIP HILL / BOROUGH ROAD,541579,156599,272,ZB04,0
OC27,75255,2.10021E+11,CRANBORNE ROAD TRIANGLE,524212,201647,307,UE11,0
OC28,51860,2.10021E+11,CRANBORNE ROAD,524316,202220,202,UE22,0
OC288,51107,490018866,ELMFIELD ROAD,524245,201076,35,UF68,0
OC30,49976,2.10021E+11,CRANBORNE ROAD INDUSTRIAL ESTATE,524375,202380,173,UE20,0
OC31,50601,2.10021E+11,CRANBORNE ROAD,524305,202224,22,UE22,0
OC32,52061,2147483647,CRANBOURNE ROAD,524206,201681,164,UE11,1
OC326,48720,40004409175B,LINKFIELD LANE,528054,151214,189,ZK14,0
OC327,47007,40004409222D,REDHILL BUS STATION,528075,150657,235,ZK15,0
OC329,76326,40004409175A,LINKFIELD LANE,528023,151082,8,ZK14,0
OC33,51585,2.10021E+11,LAUREL AVENUE,524685,201408,131,UE10,0
OC34,76456,2.10021E+11,DARKES LANE,524893,201182,122,UF56,1
OC35,54656,2.10021E+11,POTTERS BAR STATION #,525037,201424,70,UF57,0
OC38,59584,2.10021E+11,PARK AVENUE,526399,200409,140,UE09,0
OC39,54897,2.10021E+11,STAGG HILL,526657,200005,153,UE08,0
OC417,54912,4900018867,SANTERS LANE,524167,200805,300,TJ34,0
OC418,73111,2147483647,LONGLANDS ROAD LITTLE BIRCHES,545611,172476,238,EK24,1
OC419,72250,4.90E+09,ELMHURST DRIVE,553171,188071,110,V715,1
OC43,98502,40004406038C,EPSOM TOWN CENTRE,520641,160751,74,ZN05,0
OC431,77106,4.90E+09,BOXER'S LAKE,530553,196186,76,UB13,1
OC433,77320,490009341E,LONGWOOD GARDENS,543463,189627,52,XK12,1
OC434,58122,490003830N,BEEHIVE LANE,543129,188032,324,X714,1
OC437,52949,2400A018790A,BRENT SCHOOL,556136,173955,238,Z117,0
OC438,47257,2400A018800A,MILESTONE ROAD,555820,173891,266,Z116,0
OC439,49068,2400A019260A,ST VINCENTS ROAD,555314,173776,280,Z114,0
OC440,72224,2400A018820A,THE BRENT,555461,173821,73,Z114,0
OC441,72836,2400A018830A,BRENTFIELD ROAD,555561,173854,72,Z120,0
OC442,59268,2400A018860A,WELSH TAVERN,556439,174078,104,Z147,0
OC443,75415,490009613N,MANSFIELD ROAD,517602,164048,273,KC16,1
OC444,58575,2.10022E+11,WATFORD JUNCTION RAILWAY STATION,511035,197193,320,GZ12,0
OC445,77055,2.10022E+11,WATFORD JUNCTION STATION,511033,197246,149,GZ06,0
OC446,71381,490004775S,CARDINAL AVENUE,518500,170837,315,K035,1
OC447,55779,490004740S,"ELM ROAD, SHORTLANDS ROAD",518728,170060,48,K040,1
OC448,77335,490010232W,"NELSON ROAD, SOUTH LANE",520763,167597,256,K324,1
OC450,49688,490006497E,ELMCROFT AVENUE,540634,188959,76,XE09,1
OC454,52340,4900OC454,WARREN DRIVE SOUTH,520336,166172,276,K924,1
OC456,74342,4900OC456,WARREN DRIVE SOUTH,520332,166192,96,K924,1
OC458,48246,490013460N1,HILLCREST PARADE,528694,160231,53,J406,1
OC459,76409,2400A070090A,BLUEWATER SHOPPING CENTRE,558273,173412,281,Z118,0
OC460,55903,490009150E,HAIL & RIDE SECTION,531408,193321,121,U710,1
OC461,55303,490016727W,HAIL & RIDE SECTION,533587,195247,251,U104,1
OC466,73248,4000OC466S,HINCHLEY WOOD SCHOOL,516181,165826,238,ZX41,0
OC467,72258,4000OC467S,HINCHLEY WOOD SCHOOL,516181,165801,147,ZX41,0
OC468,72531,4900OC468S,"CULVER GROVE, PARK HIGH SCHOOL",517501,190193,155,SF11,1
OC469,71119,4900OC469S,"CULVER GROVE, PARK HIGH SCHOOL",517460,190235,335,SF11,1
OC470,57283,490014698W,HIGHAM HILL / COGAN AVENUE,536298,190927,355,Y525,1
OC472,50392,490004195W,BOURNEHALL ROAD,513395,195202,288,MZ11,0
OC473,98000,3700521,SLOUGH BUS STATION,497739,180078,203,6Z20,0
OC474,98001,3700453,SLOUGH BUS STATION,497744,180142,107,6Z20,0
OC476,98003,1590060104,LAKESIDE BUS STATION,558574,179262,263,YZ12,0
OC478,98503,NONE,LONDON BRIDGE STATION #,532870,180249,128,3601,1
OC481,98008,490003637S,BARNET HOSPITAL,523617,196281,67,TJ22,1
OC482,98009,NONE,DEACONS HILL ROAD,518930,196263,223,NZ22,0
OC485,98012,490006935E,HAIL & RIDE FOREST ROAD,525223,166524,228,JB10,1
OC486,98013,490006935W,HAIL & RIDE FOREST ROAD,525211,166536,49,JB10,1
OC487,98014,490013069S,HAIL & RIDE BROOMLOAN LANE,525454,165734,147,J905,1
OC488,98015,490004494W,HAIL & RIDE BROOMLOAN LANE,525430,165714,327,J905,1
OC489,98016,490020131E,HAIL & RIDE SUTTON COMMON ROAD,525774,165403,126,J907,1
OC49,74354,40004406039C,EPSOM HIGH STREET,520942,160842,244,ZN10,1
OC490,98017,490020131W,HAIL & RIDE ANGEL HILL,525751,165395,306,J907,1
OC491,98018,490019541W,HAIL & RIDE WORCESTER ROAD,525660,163463,256,J642,1
OC492,98019,490019541E,HAIL & RIDE WORCESTER ROAD,525547,163454,77,J642,1
OC493,98020,490019544S,HAIL & RIDE YORK ROAD,525135,163000,196,J639,1
OC494,98021,490019544N,HAIL & RIDE YORK ROAD,525099,162913,357,J639,1
OC495,98022,NONE,HAIL & RIDE NORTHEY AVENUE,524747,162396,257,J636,1
OC496,98023,490019546E,HAIL & RIDE NORTHEY AVENUE,524868,162443,75,J637,1
OC497,98024,490006066N,HAIL & RIDE SANDY LANE,524427,162783,356,J634,1
OC498,98025,490006066S,HAIL & RIDE SANDY LANE,524451,162665,176,J634,1
OC499,98026,490007218N,HAIL & RIDE CHEAM STATION,524348,163123,349,J633,1
OC509,58298,490000138N,LIVERPOOL STREET STATION,533119,181643,21,1G04,1
OC515,74756,490007168N,NASSAU ROAD,521652,176674,17,M412,1
OC516,51320,490007168S,NASSAU ROAD,521655,176647,204,M412,1
OC517,77344,490005551N,,521773,177127,45,M414,1
OC518,71361,490005551S,,521790,177116,285,M414,1
OC520,98028,"490019609S
",HAIL & RIDE PYRMONT GROVE,531569,172312,154,4R06,1
OC521,98029,"490019607N
",HAIL & RIDE CHARTHAM GROVE,531516,172185,322,4R07,1
OC529,NONE,"490000102S
",HARROW-ON-THE-HILL STATION,515299,187900,149,SC09,1
OC530,NONE,,HARROW-ON-THE-HILL STATION,515290,187877,329,SC09,1
OC531,NONE,,WEMBLEY PARK STATION,519448,186487,26,RQ05,1
OC532,NONE,,QUEENS PARK STATION,524645,183138,52,RC01,1
OC535,98043,,HAIL & RIDE HIGH ELMS NATURE CENTRE,544639,163610,251,FE04,1
OC536,98044,,HAIL & RIDE HIGH ELMS COUNTRY PARK,544526,163595,75,FE04,1
OC537,98045,,HAIL & RIDE STANDARD ROAD,543267,162150,206,FE06,1
OC538,98046,,HAIL & RIDE NORTH END LANE / SHIRE LANE,543946,163359,3,FE05,1
OC539,98047,,HAIL & RIDE STANDARD ROAD,543295,162253,31,FE06,1
OC542,98050,,HAIL & RIDE DOWN HOUSE,543138,161211,115,FB14,1
OC543,98051,,HAIL & RIDE DOWN HOUSE,543124,161180,295,FB01,1
OC544,98052,,HAIL & RIDE LUXTED / BIRDHOUSE LANE,543297,160340,167,FB02,1
OC546,98054,,HAIL & RIDE BERRY'S GREEN,543548,159991,315,FB18,1
OC548,98056,,HAIL & RIDE CHARLES DARWIN SCHOOL,542631,159323,287,FA72,1
OC549,98057,,HAIL & RIDE CHARLES DARWIN SCHOOL,542645,159340,107,FA72,1
OC551,98059,,HAIL & RIDE OLD TYE AVENUE,542264,159441,127,FA34,1
OC552,98060,,HAIL & RIDE CHURCH ROAD,542268,158967,98,FA41,1
OC553,98061,,HAIL & RIDE APERFIELD ROAD,542523,158573,175,FA43,1
OC557,98065,,HAIL & RIDE HAYES WAY,538125,168401,166,FL36,1
OC558,98066,,HAIL & RIDE HAYES WAY,538041,168499,293,FL51,1
OC559,98067,,HAIL & RIDE WHITECROFT WAY,538325,167919,153,FL37,1
OC560,98068,,HAIL & RIDE WHITECROFT WAY,538300,167929,333,FL37,1
OC561,98069,,HAIL & RIDE BUSHEY WAY,538517,167402,168,FL52,1
OC562,98070,,HAIL & RIDE BUSHEY WAY,538495,167427,347,FL50,1
OC563,98071,,HAIL & RIDE BARNFIELD WOOD ROAD,538552,167219,170,FG32,1
OC564,98072,,HAIL & RIDE BARNFIELD WOOD ROAD,538538,167209,349,FG32,1
OC565,98073,,HAIL & RIDE CHALK PIT AVENUE,547590,168942,264,F219,1
OC566,49590,49000012262N,ST EDWARD'S SCHOOL,549284,188238,23,VA15,1
OC568,71462,490015443P,NORTH FINCHLEY BUS STATION,526330,191997,280,TU03,1
OC573,49551,1500IM212B,BRENTWOOD HIGH STREET,559654,193888,61,VH58,0
OC576,55043,1.50037E+11,CROWN STREET,559237,193686,247,VH57,0
OC578,57827,490009116N,CONINGTON ROAD,538179,176010,45,2607,0
OC579,72974,490012144E,FOOTS CRAY TESCO,547641,170305,19,EH17,1
OC58,55699,40004406038A,EPSOM CLOCK TOWER,520687,160769,74,ZN05,1
OC580,57683,490016701N,KEMNAL TECHNOLOGY COLLEGE,546998,170199,358,F235,1
OC581,47998,490016608W,ERITH SCHOOL,550540,177327,278,E222,1
OC584,71689,2400A035820A,WILMINGTON HALL SCHOOL,552570,172428,85,Z304,0
OC586,76656,490004775W,CARDINAL AVENUE,518513,170854,141,K035,1
OC587,73938,490004740N,"ELM ROAD, SHORTLANDS ROAD",518742,170050,230,K040,1
OC588,50733,490010232E,"NELSON ROAD, SOUTH LANE",520765,167604,76,K324,1
OC589,55827,490009350E,BOXER'S LAKE,530558,196170,257,UB13,1
OC59,58356,40004406039A,EPSOM HIGH STREET,520949,160863,66,ZN10,0
OC590,49512,490013066S,ST JOHN'S ROAD,525444,165718,327,J905,1
OC599,72475,490014753S,WINCHMORE HILL / THE GREEN,531381,194582,191,UC09,1
OC60,58881,40004406039D,EPSOM HIGH STREET,520929,160836,243,ZN10,0
OC600,55464,490016072N,ELMHURST DRIVE,553167,188058,290,V715,1
OC601,50492,490004921N,CENTRAL DRIVE,554645,186093,56,V410,1
OC603,49431,40004402216A,ST PAUL'S SCHOOL,510394,169567,52,4Z28,0
OC604,53594,490005386,CLEEVE PARK SCHOOL,547383,172037,301,EK47,1
OC605,56119,490011435N,DOWNHAM HEALTH CENTRE,539408,171722,322,2.00E+16,1
OC607,49566,490016490N,HAIL & RIDE WOODLANDS GROVE,528864,159068,200,H637,1
OC608,58638,490015769,JEWISH FREE SCHOOL,519099,188324,352,R210,1
OC609,56983,490015788N1,CHAUCER ROAD,552738,191426,8,VL14,1
OC61,52149,40004406119A,ASHLEY ROAD,520846,160671,179,ZN11,0
OC610,53826,490015787S,MARSHALL PARK SCHOOL,551307,190230,157,VB21,1
OC611,74274,490009613W,MANSFIELD ROAD,517602,164062,93,KC16,1
OC612,48370,490011428S,KINGSHURST ROAD,540164,173762,149,2G09,1
OC614,50358,490017852S,SENLAC ROAD,540975,173152,213,FW12,1
OC615,57124,490004611S,BURNT ASH ROAD,540418,173437,244,2G16,1
OC618,74883,490014686S,WILLAN ROAD,533122,190095,355,9F09,1
OC619,76498,490009716S,COCKER ROAD,535023,199183,239,UH32,0
OC620,55908,40004405141B,TRINITY SCHOOL,513608,165251,264,ZX15,0
OC621,75692,1500IM1438B,SHENFIELD HIGH SCHOOL,561242,195829,42,VM70,0
OC622,59034,490017855N,MERRITT HEALTH CENTRE,517519,163647,83,KC12,1
OC623,72074,490018008W,WARDS ROAD,545271,187770,276,X219,1
OC624,50047,490009128S,PERTH ROAD,544525,187621,178,X807,1
OC625,57822,490014753E,WINCHMORE HILL / THE GREEN,531369,194580,13,UC09,1
OC626,73127,490006560W,EMERSON PARK SCHOOL,555521,187956,212,VC33,0
OC627,50662,2400A074540A,WILMINGTON BOYS SCHOOL,552629,172254,295,Z310,0
OC628,56431,490009207E,STANSGATE ROAD SHOPS,549258,186463,166,WA26,1
OC629,75213,490003736N,BEAVERWOOD ROAD,545392,170926,70,FY17,1
OC630,52105,490013073W,LEWIS ROAD,525826,165081,303,J733,1
OC634,75567,490013362N,HARVIL ROAD,505372,188968,317,PL14,1
OC635,53066,490008929W,LANCASTER AVENUE,527196,198235,269,UE31,1
OC636,52000,490004731N,CAMPION SCHOOL,554676,189440,355,VK10,0
OC639,73981,490007561N,EGERTON ROAD,534262,188330,164,9H12,0
OC641,73458,2147483647,,527591,163227,76,J110,1
OC642,58002,490012559N,,528069,163261,356,J126,1
OC643,57853,490012440W,HAIL & RIDE LOVE LANE,525589,166820,233,LD20,1
OC645,51521,490012275N,HAIL & RIDE SOUTH DRIVE,524445,162448,3,J635,1
OC646,77129,490009341W,LONGWOOD GARDENS,543473,189616,232,XK12,1
OC647,74142,490003830S,BEEHIVE LANE,543142,188041,144,X714,1
OC648,74800,1500TFL004,AMANDA CLOSE,544693,191609,243,SZ21,1
OC649,52598,490013090E,"SWAKELEYS DRIVE, THORNHILL ROAD",506966,185693,124,PM16,1
OC650,51939,490008453S,SUSSEX ROAD,508456,185620,184,PM22,1
OC651,58709,490006497W,ELMCROFT AVENUE,540639,188945,256,XE09,1
OC652,72695,490014809S,WOLVES LANE / PLAYING FIELDS,531391,191013,207,9717,1
OC658,72320,490009316E,LONGLANDS ROAD LITTLE BIRCHES,545601,172492,57,EK24,1
OC659,72999,490011428N,HORNCASTLE ROAD,540151,173765,327,2G09,1
OC660,58916,490017852N,JEVINGTON WAY,540949,173146,38,FW12,1
OC661,55665,490007561S,GROVELANDS ROAD,534267,188289,344,9H12,0
OC668,72163,490013025N,SUNNYSIDE ROAD,544684,185725,339,X308,1
OC669,59221,490013025S,SUNNYSIDE ROAD,544700,185730,159,X308,1
OC672,56125,490009335W,,526608,195442,91,TM29,1
OC673,57160,490008507S,ISLE OF DOGS ASDA,538028,179197,183,BL01,0
OC677,57595,490013090W,"SWAKELEYS DRIVE, THORNHILL ROAD",506948,185689,304,PM16,1
OC680,76757,490016233N,HENRIETTA BARNETT SCHOOL,525673,188514,331,TX26,1
OC681,47477,490009472N,,528240,159382,343,H621,1
OC682,56217,490009472S,LYNDHURST ROAD,528248,159382,163,H621,1
OC685,47650,490009894W,MILLFIELD AVENUE,536330,190733,329,Y517,1
OC686,55975,490009894E,MILLFIELD AVENUE,536348,190741,149,Y517,1
OC687,76992,490001138S,HARRINGAY STATION,531303,188216,147,9B08,1
OC688,74288,490014173N,VALLEY SIDE,537512,194352,209,Y030,1
OC689,58459,490014173S,VALLEY SIDE,537499,194363,27,Y030,1
OC690,72539,490009686N,HALL LANE,536711,192923,212,Y218,1
OC691,71547,490009686S,MARMION AVENUE,536690,192937,32,Y218,1
OC693,73194,490009353W,,522810,177821,224,M422,1
OC695,NONE,,EPPING STATION,546201,201571,216,TZ51,0
OC701,75517,490011175S,PRESTON GARDENS,536552,198528,183,UH23,1
OC702,47462,490011175N,PRESTON GARDENS,536540,198522,3,UH23,1
OC705,47388,490007639E,BURY STREET,534190,194371,141,U218,0
OC706,49972,490007639W,BURY STREET,534175,194360,321,U218,0
OC707,54195,490001299E,TURKEY STREET STATION,535087,198871,113,UH34,1
OC708,53505,40004402126E,STAINES BUS STATION,503726,171458,50,7Z07,0
OC709,77228,40004402126F,STAINES BUS STATION,503713,171447,49,7Z07,0
OC71,73872,40004406067B,EPSOM STATION,520812,160840,164,ZN04,1
OC710,52121,40004402126G,STAINES BUS STATION,503736,171451,52,7Z07,0
OC711,77659,40004402126H,STAINES BUS STATION,503723,171439,52,7Z07,0
OC720,51372,2400A060520A,LIVINGSTON HOSPITAL,554975,173867,103,Z112,0
OC721,77612,2400A019280A,LIVINGSTON HOSPITAL,554893,173878,283,Z112,1
